title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelid,final_1688_link,price judge,上传日期,itemid,最大价格,同款要求,空置，该列请勿删除，否则会导致数据错乱,l4
9月化妆品热销品牌品- KIMUSE 眉胶霜 防水眉毛海娜纹身色,#AUBURN,4.30 ,https://cf.shopee.ph/file/22709fba570fc98ca20d0f0c58ac88f6,http://shopee.ph/product/160033468/2656891044,Makeup,眼部彩妆,IVCN2026082410541,'6152686100,"https://detail.1688.com/offer/582622152016.html?spm=a26352.13672862.offerlist.91.5d38330dKdLkUQ&cosite=-&tracelog=p4p&_p_isad=1&clickid=f6a06591ea4d4b30a07083b4b12c4f25&sessionid=70c745c639224df8939fb528c6ed7f76
https://detail.1688.com/offer/994662207524.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982",1688三档价,2026/8/24,'2656891044,4.30 ,相似款（LFF）,,眉笔、眉粉
9月化妆品热销品牌品- 丝滑唇膏，天然成分，色彩丰富美丽，柔草色 4克,104 Cam Hồng Đào,1.80 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mqfypa6njg98c1,http://shopee.vn/product/134371556/2854400195,Makeup,唇部彩妆,IVCN2026082410543,'107782509017,https://detail.1688.com/offer/690423328761.html?spm=a26352.b28411319.offerlist.41.69a11e62AS1DMY,1688三档价,2026/8/24,'2854400195,1.80 ,100%同款,,口红
9月化妆品热销品牌品- 丝滑唇膏，天然成分，色彩丰富美丽，柔草色 4克,107 Hồng Đỏ,1.80 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mqfyqzyvjrbgd2,http://shopee.vn/product/134371556/2854400195,Makeup,唇部彩妆,IVCN2026082410543,'107782509023,https://detail.1688.com/offer/690423328761.html?spm=a26352.b28411319.offerlist.41.69a11e62AS1DMY,1688三档价,2026/8/24,'2854400195,1.80 ,100%同款,,口红
9月化妆品热销品牌品- 丝滑唇膏，天然成分，色彩丰富美丽，柔草色 4克,102 Hồng Baby,1.80 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mqfyozwa73m667,http://shopee.vn/product/134371556/2854400195,Makeup,唇部彩妆,IVCN2026082410543,'107782509021,https://detail.1688.com/offer/690423328761.html?spm=a26352.b28411319.offerlist.41.69a11e62AS1DMY,1688三档价,2026/8/24,'2854400195,1.80 ,100%同款,,口红
9月化妆品热销品牌品- 丝滑唇膏，天然成分，色彩丰富美丽，柔草色 4克,106 Đỏ Cam,1.80 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mqfype86483x52,http://shopee.vn/product/134371556/2854400195,Makeup,唇部彩妆,IVCN2026082410543,'107782509018,https://detail.1688.com/offer/690423328761.html?spm=a26352.b28411319.offerlist.41.69a11e62AS1DMY,1688三档价,2026/8/24,'2854400195,1.80 ,100%同款,,口红
9月化妆品热销品牌品- Carslan眉笔 - 防水防汗 - 色彩柔和，不晕染不粘腻 - 0.26克 * 2支,#02 0.26g *2,3.00 ,https://cf.shopee.vn/file/cn-11134207-7r98o-lngtg47g0asb30,http://shopee.vn/product/382964977/3005204007,Makeup,眼部彩妆,IVCN2026082410548,'204703502190,https://detail.1688.com/offer/914251261893.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf8ca8917671633812573463e0feb&token=gCU5gB%2FBKOSJJ5xjfgZY631zbhcF2WqRf1CXtybo54XOwfdILGEzz11dZtORVlqO,1688三档价,2026/8/24,'3005204007,3.00 ,100%同款,,眉笔、眉粉
9月化妆品热销品牌品- Carslan眉笔 - 防水防汗 - 色彩柔和，不晕染不粘腻 - 0.26克 * 2支,#03 0.26g *2,3.00 ,https://cf.shopee.vn/file/cn-11134207-7r98o-lngtg47g1pcr4a,http://shopee.vn/product/382964977/3005204007,Makeup,眼部彩妆,IVCN2026082410548,'204703502192,https://detail.1688.com/offer/914251261893.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf8ca8917671633812573463e0feb&token=gCU5gB%2FBKOSJJ5xjfgZY631zbhcF2WqRf1CXtybo54XOwfdILGEzz11dZtORVlqO,1688三档价,2026/8/24,'3005204007,3.00 ,100%同款,,眉笔、眉粉
9月化妆品热销品牌品- Carslan眉笔 - 防水防汗 - 色彩柔和，不晕染不粘腻 - 0.26克 * 2支,#04 0.26g *2,3.00 ,https://cf.shopee.vn/file/cn-11134207-7r98o-lngtg47g33x709,http://shopee.vn/product/382964977/3005204007,Makeup,眼部彩妆,IVCN2026082410548,'204703502193,https://detail.1688.com/offer/914251261893.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf8ca8917671633812573463e0feb&token=gCU5gB%2FBKOSJJ5xjfgZY631zbhcF2WqRf1CXtybo54XOwfdILGEzz11dZtORVlqO,1688三档价,2026/8/24,'3005204007,3.00 ,100%同款,,眉笔、眉粉
9月化妆品热销常规品- Merzy 第一支眼线笔 [持久、防水、防晕染、刷头、韩国美妆],P2 Brownie,6.90 ,https://cf.shopee.ph/file/ph-11134207-81ztm-mehtv5viyrycdf,http://shopee.ph/product/419379048/3189738008,Makeup,眼部彩妆,IVCN2026082410552,'281514817695,https://detail.1688.com/offer/546284920980.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'3189738008,6.90 ,100%同款（LFF）,,眼线
9月化妆品热销品牌品- JUDYDOLL 腮红粉 - 单色腮红，柔滑哑光妆效，显色自然，与肤色完美融合，持久不脱妆，2克,#48 Hồng đất ❤️‍🔥,4.15 ,https://cf.shopee.vn/file/vn-11134201-7ras8-marxqoehk7a09d,http://shopee.vn/product/341989119/3269390370,Makeup,面部彩妆,IVCN2026082410554,'57006736560,https://detail.1688.com/offer/687396476570.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'3269390370,4.15 ,100%同款,,腮红
9月化妆品热销品牌品- 美宝莲纽约 Fit Me 控油哑光粉饼 6g，16 小时持妆，SPF32 PA+++ 防晒,128 - Warm nude,16.84 ,https://cf.shopee.vn/file/vn-11134201-7ra0g-m8ynwc2ob4900d,http://shopee.vn/product/37252407/3617180562,Makeup,面部彩妆,IVCN2026082410556,'13584278273,https://detail.1688.com/offer/858627403178.html?spm=a26352.13672862.offerlist.8.33ac287fNTpIjq&offerId=858627403178&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=6a84666738e9484a9cbe8070b82aed12&skuId=5672957921783&forcePC=1787731293278,1688三档价,2026/8/24,'3617180562,16.84 ,相似款,,蜜粉
9月化妆品热销品牌品- KISSME 重度旋转眉笔（眉妆、眉笔、带刷子的眉色）,08 ASH GRAY,1.60 ,https://cf.shopee.com.my/file/my-11134207-7qul9-lfhxzx6yclcpa4,http://shopee.com.my/product/134086100/3628976606,Makeup,眼部彩妆,IVCN2026082410558,'16261602576,https://detail.1688.com/offer/756182985791.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'3628976606,1.60 ,100%同款（LFF）,,眉笔、眉粉
9月化妆品热销品牌品- KISSME 重度旋转眉笔（眉妆、眉笔、带刷子的眉色）,04 NATURAL BROWN,17.57 ,https://cf.shopee.com.my/file/my-11134207-7qul0-lfhxzx6y9s7t9c,http://shopee.com.my/product/134086100/3628976606,Makeup,眼部彩妆,IVCN2026082410558,'16261602574,https://detail.1688.com/offer/828416188366.html?spm=a26352.b28411319.offerlist.23.2cad1e62ROOyPc,1688三档价,2026/8/24,'3628976606,17.57 ,100%同款（LFF）,,眉笔、眉粉
9月化妆品热销品牌品- Kimuse黑色双头防水眼线笔眼妆（2支/套）,Kimuse Black Double Head Waterproof Eyeliner Pencil Eye Makeup(2 Pcs/Set),3.60 ,https://cf.shopee.com.my/file/cn-11134207-820l4-mrihywr1ucjn96,http://shopee.com.my/product/79724657/3738482514,Makeup,眼部彩妆,IVCN2026082410561,'50267635415,https://detail.1688.com/offer/655643471661.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'3738482514,3.60 ,相似款（LFF）,,眼线
9月化妆品热销品牌品- 卡尼尔 (Garnier) 卸妆水套装（2瓶），适用于干性肌肤，可有效卸除彩妆，每瓶400毫升。,Bộ 2 nước làm sạch và tẩy trang cho da khô & trang điểm Garnier Micellar Water 400ml x 2,8.60 ,https://cf.shopee.vn/file/sg-11134201-8258r-mrjjhk0p9ipu80,http://shopee.vn/product/421677475/3791410403,Makeup,卸妆用品,IVCN2026082410563,'82647568922,https://detail.1688.com/offer/1067811695274.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'3791410403,8.60 ,100%同款,,卸妆用品
9月化妆品热销品牌品- Strokes眉形雕塑双头笔[超细眉笔和眉型笔],Warm Brown,4.60 ,https://cf.shopee.ph/file/ph-11134207-7r98u-lntqu2fui4x51a,http://shopee.ph/product/289919484/3853714461,Makeup,眼部彩妆,IVCN2026082410565,'176208427872,https://detail.1688.com/offer/687394748915.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'3853714461,4.60 ,100%同款（LFF）,,眉笔、眉粉
9月化妆品热销品牌品- Strokes眉形雕塑双头笔[超细眉笔和眉型笔],Soft Brown,4.60 ,https://cf.shopee.ph/file/ph-11134207-7r98s-lntqu2fujjhlf1,http://shopee.ph/product/289919484/3853714461,Makeup,眼部彩妆,IVCN2026082410565,'176208427871,https://detail.1688.com/offer/687394748915.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'3853714461,4.60 ,100%同款（LFF）,,眉笔、眉粉
9月化妆品热销品牌品- Strokes眉形雕塑双头笔[超细眉笔和眉型笔],Deep Brown,4.60 ,https://cf.shopee.ph/file/ph-11134207-7r991-lntqu2fugqcpbf,http://shopee.ph/product/289919484/3853714461,Makeup,眼部彩妆,IVCN2026082410565,'176208427873,https://detail.1688.com/offer/687394748915.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'3853714461,4.60 ,100%同款（LFF）,,眉笔、眉粉
9月化妆品热销品牌品- Strokes眉形雕塑双头笔[超细眉笔和眉型笔],Ash Grey,4.60 ,https://cf.shopee.ph/file/ph-11134207-7r990-lntqu2fufbs92e,http://shopee.ph/product/289919484/3853714461,Makeup,眼部彩妆,IVCN2026082410565,'176208427874,https://detail.1688.com/offer/687394748915.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'3853714461,4.60 ,100%同款（LFF）,,眉笔、眉粉
9月化妆品热销品牌品- NICHIDO 眉笔,Cocoa,7.31 ,https://cf.shopee.ph/file/ph-11134207-820l6-mq73qla6mj2a03,http://shopee.ph/product/289556904/3956099576,Makeup,眼部彩妆,IVCN2026082410570,'292751016733,https://detail.1688.com/offer/925855750944.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'3956099576,7.31 ,相似款（LFF）,,眉笔、眉粉
9月化妆品热销品牌品- NICHIDO 矿物精准眼线笔,Hazelnut,7.35 ,https://cf.shopee.ph/file/ph-11134207-820la-mq5ymr1ja6te61,http://shopee.ph/product/289556904/4056003919,Makeup,眼部彩妆,IVCN2026082410572,'292748378177,https://detail.1688.com/offer/659208137185.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'4056003919,7.35 ,相似款（LFF）,,眉笔、眉粉
9月化妆品热销常规品- NICHIDO 矿物精准眼线笔,Tiger Eye,5.98 ,https://cf.shopee.ph/file/ph-11134207-820li-mq5ymurtfmdnd0,http://shopee.ph/product/289556904/4056003919,Makeup,眼部彩妆,IVCN2026082410574,'292748378178,https://detail.1688.com/offer/659208137185.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'4056003919,5.98 ,相似款（LFF）,,眉笔、眉粉
9月化妆品热销品牌品- Judydoll 橘朵 7-Color Palette 七色眼影盘 All-In-One Shadow Blush Highlight Powder Eye Long lasting Waterproof化妆品持久防水防汗,#26 Raw Wood,8.98 ,https://cf.shopee.com.my/file/tw-11134201-23030-qxweqdy4q6nved,http://shopee.com.my/product/332462322/4063017550,Makeup,眼部彩妆,IVCN2026082410576,'117978525574,https://detail.1688.com/offer/739065166349.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=334bd07bbc9fc06a36038a7c353c9865&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC229FFC4A899E01D948458810725B86D5248FE29514C7F071068CCEB67834BA3B7EEF6D6099BA67CE089F770C23C101B735388BD1787D97FE5F77E52FED817AD2B9CEE28ABDCDF773EDD4F348AA7DB8DC44618FD2EA0F833873E7D3AEADD212DA0553BAB48344F730D1AFFE81245C85CB63E500A51E2939A03FACE039028E382C5890CD1676B47FD42DCB41D5A269FA40%26cbu_cps_trace_flag%3Dwrite,1688三档价,2026/8/24,'4063017550,8.98 ,100%同款（LFF）,,眼影
9月化妆品热销品牌品- KIMUSE 2支装双头防水眼线笔猫眼飞扬眼线液化妆印章眼部美妆套装,KIMUSE 2PCS / Set Double Head Waterproof Eyeliner Pen Cat Eye Winged Eye Eyeliner Cosmetic Seal Stamp Wings Eye Beauty Kit,3.60 ,https://cf.shopee.ph/file/cn-11134207-820l4-mrjvjw6hnitdb1,http://shopee.ph/product/160033468/4138374352,Makeup,眼部彩妆,IVCN2026082410578,'72044681965,https://detail.1688.com/offer/655643471661.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'4138374352,3.60 ,100%同款（LFF）,,眼线
9月化妆品热销品牌品- Judydoll 橘 趣味多功能眼影腮红持久腮红高光,#26 Raw Wood,38.39 ,https://cf.shopee.sg/file/tw-11134201-23030-7t5a86n7q6nvfd,http://shopee.sg/product/332457883/4262695561,Makeup,眼部彩妆,IVCN2026082410580,'231116409854,https://detail.1688.com/offer/687735221267.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.sg&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'4262695561,38.39 ,100%同款,,眼影
9月化妆品热销品牌品- Nongchat Browit My Everyday 5.5g 无尽之夜睫毛膏，打造纤长卷翘美睫（刷型）,Mascara Nongchat Browit Siêu tơi dài và cong mi dạng lược My Everyday 5.5g Endless Night,6.00 ,https://cf.shopee.vn/file/sg-11134201-825a0-mrke97xplqtcad,http://shopee.vn/product/89771749/4284288601,Makeup,眼部彩妆,IVCN2026082410582,'34575305597,https://detail.1688.com/offer/753878576079.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'4284288601,6.00 ,相似款,,睫毛膏
9月化妆品热销品牌品- NICHIDO 专业唇线笔,Rosette,4.39 ,https://cf.shopee.ph/file/ph-11134207-820l8-mq60ko2ov4e949,http://shopee.ph/product/289556904/4556004030,Makeup,唇部彩妆,IVCN2026082410584,'341147494339,https://detail.1688.com/offer/629799329438.html?amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'4556004030,4.39 ,相似款（LFF）,,唇线笔
9月化妆品热销常规品- NICHIDO 专业唇线笔,Rose Berry,0.80 ,https://cf.shopee.ph/file/ph-11134207-820li-mq60kvjt569uda,http://shopee.ph/product/289556904/4556004030,Makeup,唇部彩妆,IVCN2026082410586,'341147494341,https://detail.1688.com/offer/629799329438.html?amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'4556004030,0.80 ,相似款（LFF）,,唇线笔
9月化妆品热销品牌品- SACE LADY 浓密卷翘睫毛膏 防水防晕染 自然纤长睫毛 眼部彩妆,Waterproof Mascara,6.41 ,https://cf.shopee.ph/file/cn-11134207-7ras8-m3lpzhy3zuq243,http://shopee.ph/product/54469408/4662156114,Makeup,眼部彩妆,IVCN2026082410588,'61767556326,https://detail.1688.com/offer/835094177634.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'4662156114,6.41 ,相似款（Top）,,睫毛膏
9月化妆品热销品牌品- 眉毛着色剂 [ 有色眉膏，眉膏 ],Coal Black,3.00 ,https://cf.shopee.ph/file/ph-11134207-7r98z-lzpp03izwphaa0,http://shopee.ph/product/289919484/4753015704,Makeup,眼部彩妆,IVCN2026082410590,'241517931511,https://detail.1688.com/offer/1043665905186.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'4753015704,3.00 ,100%同款（LFF）,,眉笔、眉粉
9月化妆品热销品牌品- 眉毛着色剂 [ 有色眉膏，眉膏 ],Neutral Brown,3.00 ,https://cf.shopee.ph/file/ph-11134207-7r990-lzpozzu38dq2bd,http://shopee.ph/product/289919484/4753015704,Makeup,眼部彩妆,IVCN2026082410590,'215362329171,https://detail.1688.com/offer/1043665905186.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'4753015704,3.00 ,100%同款（LFF）,,眉笔、眉粉
9月化妆品热销品牌品- IMAGIC LP-205 哑光唇膏，12色，防水，持久，37克,08 NÓNG!,4.32 ,https://cf.shopee.vn/file/cn-11134207-820l4-mi9nlgkpbjeu16,http://shopee.vn/product/170368383/5006772412,Makeup,唇部彩妆,IVCN2026082413845,'215295911575,https://detail.1688.com/offer/555342125198.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'5006772412,4.32 ,100%同款,,口红
9月化妆品热销品牌品- IMAGIC LP-205 哑光唇膏，12色，防水，持久，37克,08 NÓNG!,4.32 ,https://cf.shopee.vn/file/cn-11134207-820l4-mi9nlgkpbjeu16,http://shopee.vn/product/170368383/5006772412,Makeup,唇部彩妆,IVCN2026082413845,'215295911575,https://detail.1688.com/offer/555342125198.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'5006772412,4.32 ,100%同款,,口红
9月化妆品热销品牌品- Wardah Colorfit 丝绒哑光唇釉 – 持久防水 | 舒适哑光丝绒粉状妆效，持久显色,13 Sweet Cinnamon,3.80 ,https://cf.shopee.com.my/file/my-11134207-820l4-mq4mkhwd4kxs27,http://shopee.com.my/product/217426995/5031379860,Makeup,唇部彩妆,IVCN2026082410593,'70938922379,https://detail.1688.com/offer/975136454966.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'5031379860,3.80 ,100%同款（LFF）,,口红
9月化妆品热销品牌品- Wardah Colorfit 丝绒哑光唇釉 – 持久防水 | 舒适哑光丝绒粉状妆效，持久显色,08 Brown Creator,3.80 ,https://cf.shopee.com.my/file/my-11134207-820l5-mq4mkxizsnb653,http://shopee.com.my/product/217426995/5031379860,Makeup,唇部彩妆,IVCN2026082410593,'16697009977,https://detail.1688.com/offer/975136454966.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'5031379860,3.80 ,100%同款（LFF）,,口红
9月化妆品热销品牌品- Wardah Colorfit 丝绒哑光唇釉 – 持久防水 | 舒适哑光丝绒粉状妆效，持久显色,12 Chic Terracotta,5.80 ,https://cf.shopee.com.my/file/my-11134207-820la-mq5w0hwq9ybkd0,http://shopee.com.my/product/217426995/5031379860,Makeup,唇部彩妆,IVCN2026082410593,'70938922377,https://detail.1688.com/offer/984143795476.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'5031379860,5.80 ,100%同款（LFF）,,口红
9月化妆品热销品牌品- SACE LADY 持久防晕染眼线笔 高显色度防水眼妆,Black,6.31 ,https://cf.shopee.ph/file/cn-11134207-7ras8-mbp2834bvfbtd3,http://shopee.ph/product/54469408/5096056178,Makeup,眼部彩妆,IVCN2026082410597,'255774384541,https://detail.1688.com/offer/608649583659.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'5096056178,6.31 ,100%同款（LFF）,,眼线
9月化妆品热销品牌品- Careline Wow 眉笔 0.25克,COCOA,3.17 ,https://cf.shopee.ph/file/ph-11134207-7r992-lqbk6v97d74f50,http://shopee.ph/product/302048205/5350696442,Makeup,眼部彩妆,IVCN2026082410599,'40878395112,https://detail.1688.com/offer/646017585715.html?amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'5350696442,3.17 ,相似款（LFF）,,眉笔、眉粉
9月化妆品热销品牌品- Careline Wow 眉笔 0.25克,ALMOND,7.87 ,https://cf.shopee.ph/file/ph-11134207-7r98q-lqbk6v97bsjz6a,http://shopee.ph/product/302048205/5350696442,Makeup,眼部彩妆,IVCN2026082410599,'40878395111,https://detail.1688.com/offer/652828368988.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'5350696442,7.87 ,相似款（LFF）,,眉笔、眉粉
9月化妆品热销常规品- Evenflo 眉粉单色装 15ml，Lulu Siciliano x Permablend 联名款,"Terra,15ml",4.50 ,https://cf.shopee.ph/file/ph-11134207-820l8-mpdmgsavoetd9e,http://shopee.ph/product/427215/5565595253,Makeup,眼部彩妆,IVCN2026082410602,'238300298995,https://detail.1688.com/offer/670600995445.html?spm=a26352.13672862.offerlist.17.373c47b5X9qX0V&cosite=-&tracelog=p4p&_p_isad=1&clickid=a5bde6a873f04db680aa2cde8f000ef5&sessionid=d896864cef1f43f3bc603f6f561a29e8,1688三档价,2026/8/24,'5565595253,4.50 ,相似款（LFF）,,眉笔、眉粉
